Category,Country,Customer Name,Discount,Order Date,Order ID,Product Name,Region,Returned,Segment,Ship Date,Ship Mode,State,Sub-Category,Order_Product_Count,Profit,Quantity,Sales
Technology,United States,Toby Carlisle,0%,14/07/2016,CA-2014-121048,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,West,,Consumer,18/07/2016,Standard Class,California,Accessories,1,$20,3,140.97
Technology,United States,Toby Carlisle,20%,14/07/2016,CA-2014-121048,GE 30524EE4,West,,Consumer,18/07/2016,Standard Class,California,Phones,1,$53,3,470.376
Furniture,United States,Ricardo Sperren,0%,15/07/2016,US-2014-128951,Hon 5100 Series Wood Tables,South,,Corporate,17/07/2016,First Class,Virginia,Tables,1,$157,3,872.94
Office Supplies,United States,Ricardo Sperren,0%,15/07/2016,US-2014-128951,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,South,,Corporate,17/07/2016,First Class,Virginia,Appliances,1,$50,3,179.94
Office Supplies,United States,Ricardo Sperren,0%,15/07/2016,US-2014-128951,Xerox 1999,South,,Corporate,17/07/2016,First Class,Virginia,Paper,1,$6,2,12.96
Furniture,United States,Michelle Moray,10%,15/07/2016,CA-2014-164378,Hon Mobius Operator's Chair,East,,Consumer,18/07/2016,Second Class,New York,Chairs,1,$89,6,664.146
Office Supplies,United States,Michelle Moray,0%,15/07/2016,CA-2014-164378,Newell 349,East,,Consumer,18/07/2016,Second Class,New York,Art,1,$2,2,6.56
Office Supplies,United States,Michelle Moray,0%,15/07/2016,CA-2014-164378,Avery 509,East,,Consumer,18/07/2016,Second Class,New York,Labels,1,$4,3,7.83
Office Supplies,United States,Michelle Moray,0%,15/07/2016,CA-2014-164378,Spiral Phone Message Books with Labels by Adams,East,,Consumer,18/07/2016,Second Class,New York,Paper,1,$4,2,8.96
Technology,United States,Michelle Moray,0%,15/07/2016,CA-2014-164378,Sony 32GB Class 10 Micro SDHC R40 Memory Card,East,,Consumer,18/07/2016,Second Class,New York,Accessories,1,$9,2,41.9
Furniture,United States,Magdelene Morse,30%,15/07/2016,CA-2014-166142,Hon 2111 Invitation Series Straight Table,East,Yes,Consumer,19/07/2016,Standard Class,Delaware,Tables,1,-$49,3,310.443
Office Supplies,United States,Magdelene Morse,0%,15/07/2016,CA-2014-166142,GBC Standard Plastic Binding Systems Combs,East,Yes,Consumer,19/07/2016,Standard Class,Delaware,Binders,1,$13,3,26.55
Furniture,United States,Sandra Flanagan,30%,16/07/2016,US-2014-156909,"Global Deluxe Stacking Chair, Gray",East,,Consumer,18/07/2016,Second Class,Pennsylvania,Chairs,1,-$1,2,71.372
Office Supplies,United States,Valerie Mitchum,20%,16/07/2016,CA-2014-109778,"Crayola Anti Dust Chalk, 12/Pack",Central,,Home Office,21/07/2016,Standard Class,Illinois,Art,1,$1,2,2.912
Furniture,United States,Natalie Fritzler,20%,16/07/2016,US-2014-152842,"Global Fabric Manager's Chair, Dark Gray",South,,Consumer,23/07/2016,Standard Class,North Carolina,Chairs,1,$15,3,242.352
Furniture,United States,Anthony Johnson,15%,17/07/2016,CA-2014-142342,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",West,Yes,Corporate,19/07/2016,Second Class,California,Bookcases,1,$211,5,1194.165
Office Supplies,United States,Anthony Johnson,0%,17/07/2016,CA-2014-142342,"Peel & Seel Recycled Catalog Envelopes, Brown",West,Yes,Corporate,19/07/2016,Second Class,California,Envelopes,1,$29,5,57.9
Office Supplies,United States,Anthony Johnson,0%,17/07/2016,CA-2014-142342,Xerox 221,West,Yes,Corporate,19/07/2016,Second Class,California,Paper,1,$16,5,32.4
Office Supplies,United States,Anthony Johnson,0%,17/07/2016,CA-2014-142342,Sterilite Show Offs Storage Containers,West,Yes,Corporate,19/07/2016,Second Class,California,Storage,1,$0,2,10.56
Technology,United States,Alejandro Ballentine,20%,17/07/2016,CA-2014-126662,Brother DCP1000 Digital 3 in 1 Multifunction Machine,West,,Home Office,21/07/2016,Standard Class,California,Copiers,1,$90,2,479.984
Furniture,United States,Shaun Weien,20%,17/07/2016,CA-2014-139948,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",South,,Consumer,22/07/2016,Standard Class,Florida,Furnishings,1,$2,2,7.904
Furniture,United States,Bill Eplett,0%,17/07/2016,US-2014-105046,DAX Solid Wood Frames,East,Yes,Home Office,23/07/2016,Standard Class,New York,Furnishings,1,$14,4,39.08
Office Supplies,United States,Bill Eplett,0%,17/07/2016,US-2014-105046,Southworth 25% Cotton Premium Laser Paper and Envelopes,East,Yes,Home Office,23/07/2016,Standard Class,New York,Paper,1,$48,5,99.9
Technology,United States,Bill Eplett,0%,17/07/2016,US-2014-105046,Avaya 5420 Digital phone,East,Yes,Home Office,23/07/2016,Standard Class,New York,Phones,1,$67,2,269.98
Furniture,United States,Seth Vernon,30%,18/07/2016,US-2014-165358,"Situations Contoured Folding Chairs, 4/Set",East,,Consumer,23/07/2016,Standard Class,Pennsylvania,Chairs,1,-$14,4,198.744
Furniture,United States,Maris LaWare,20%,18/07/2016,US-2014-142573,"Global Fabric Manager's Chair, Dark Gray",West,,Consumer,23/07/2016,Standard Class,Arizona,Chairs,1,$10,2,161.568
Furniture,United States,Maris LaWare,20%,18/07/2016,US-2014-142573,High-Back Leather Manager's Chair,West,,Consumer,23/07/2016,Standard Class,Arizona,Chairs,1,-$43,3,311.976
Furniture,United States,Maris LaWare,50%,18/07/2016,US-2014-142573,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",West,,Consumer,23/07/2016,Standard Class,Arizona,Tables,1,-$449,5,801.6
Office Supplies,United States,Seth Vernon,20%,18/07/2016,US-2014-165358,Acme Kleencut Forged Steel Scissors,East,,Consumer,23/07/2016,Standard Class,Pennsylvania,Supplies,1,$1,2,9.184
Office Supplies,United States,Maris LaWare,70%,18/07/2016,US-2014-142573,Acco Expandable Hanging Binders,West,,Consumer,23/07/2016,Standard Class,Arizona,Binders,1,-$6,4,7.656
Office Supplies,United States,Maris LaWare,20%,18/07/2016,US-2014-142573,Riverleaf Stik-Withit Designer Note Cubes,West,,Consumer,23/07/2016,Standard Class,Arizona,Paper,1,$5,2,16.096
Technology,United States,Seth Vernon,40%,18/07/2016,US-2014-165358,Canon PC-428 Personal Copier,East,,Consumer,23/07/2016,Standard Class,Pennsylvania,Copiers,1,$70,5,599.97
Office Supplies,United States,Suzanne McNair,0%,20/07/2016,CA-2014-150497,Ibico Ibimaster 300 Manual Binding System,Central,,Corporate,24/07/2016,Standard Class,Minnesota,Binders,1,$331,2,735.98
Furniture,United States,Elizabeth Moffitt,0%,20/07/2016,CA-2014-122035,Novimex Fabric Task Chair,Central,,Corporate,25/07/2016,Standard Class,South Dakota,Chairs,1,$27,3,182.94
Furniture,United States,Anthony Rawles,10%,20/07/2016,US-2014-108343,Office Star - Task Chair with Contemporary Loop Arms,East,,Corporate,25/07/2016,Standard Class,New York,Chairs,1,$25,2,163.764
Furniture,United States,Anthony Rawles,0%,20/07/2016,US-2014-108343,Tenex B1-RE Series Chair Mats for Low Pile Carpets,East,,Corporate,25/07/2016,Standard Class,New York,Furnishings,1,$31,4,183.92
Office Supplies,United States,Elizabeth Moffitt,0%,20/07/2016,CA-2014-122035,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Central,,Corporate,25/07/2016,Standard Class,South Dakota,Appliances,1,$112,2,416.32
Office Supplies,United States,Elizabeth Moffitt,0%,20/07/2016,CA-2014-122035,Avery Printable Repositionable Plastic Tabs,Central,,Corporate,25/07/2016,Standard Class,South Dakota,Binders,1,$20,5,43
Office Supplies,United States,Elizabeth Moffitt,0%,20/07/2016,CA-2014-122035,Cardinal Slant-D Ring Binders,Central,,Corporate,25/07/2016,Standard Class,South Dakota,Binders,1,$30,7,60.83
Office Supplies,United States,Elizabeth Moffitt,0%,20/07/2016,CA-2014-122035,Avery 486,Central,,Corporate,25/07/2016,Standard Class,South Dakota,Labels,1,$7,2,14.62
Office Supplies,United States,Anthony Rawles,0%,20/07/2016,US-2014-108343,Xerox 1977,East,,Corporate,25/07/2016,Standard Class,New York,Paper,1,$6,2,13.36
Technology,United States,Elizabeth Moffitt,0%,20/07/2016,CA-2014-122035,Logitech G35 7.1-Channel Surround Sound Headset,Central,,Corporate,25/07/2016,Standard Class,South Dakota,Accessories,1,$133,3,389.97
Furniture,United States,Carlos Soltero,60%,20/07/2016,CA-2014-118640,"Contract Clock, 14"", Brown",Central,,Consumer,26/07/2016,Standard Class,Illinois,Furnishings,1,-$6,1,8.792
Office Supplies,United States,Carlos Soltero,20%,20/07/2016,CA-2014-118640,"Trav-L-File Heavy-Duty Shuttle II, Black",Central,,Consumer,26/07/2016,Standard Class,Illinois,Storage,1,$9,2,69.712
Office Supplies,United States,Sarah Foster,0%,21/07/2016,US-2014-158505,"BOSTON Ranger #55 Pencil Sharpener, Black",West,,Consumer,21/07/2016,Same Day,Utah,Art,1,$8,1,25.99
Technology,United States,Sarah Foster,20%,21/07/2016,US-2014-158505,PayAnywhere Card Reader,West,,Consumer,21/07/2016,Same Day,Utah,Phones,1,$6,9,71.928
Office Supplies,United States,Kelly Lampkin,80%,21/07/2016,CA-2014-103478,Avery Poly Binder Pockets,Central,,Corporate,24/07/2016,Second Class,Illinois,Binders,1,-$5,4,2.864
Office Supplies,United States,Kelly Lampkin,80%,21/07/2016,CA-2014-103478,Catalog Binders with Expanding Posts,Central,,Corporate,24/07/2016,Second Class,Illinois,Binders,1,-$165,7,94.192
Furniture,United States,Shaun Weien,20%,21/07/2016,CA-2014-145429,Hon Olson Stacker Stools,West,,Consumer,25/07/2016,Standard Class,California,Chairs,1,$23,2,225.296
Office Supplies,United States,Shaun Weien,20%,21/07/2016,CA-2014-145429,GBC Premium Transparent Covers with Diagonal Lined Pattern,West,,Consumer,25/07/2016,Standard Class,California,Binders,1,$18,3,50.352
Office Supplies,United States,Shaun Weien,0%,21/07/2016,CA-2014-145429,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",West,,Consumer,25/07/2016,Standard Class,California,Paper,1,$8,2,16.34
Office Supplies,United States,Anthony Rawles,0%,21/07/2016,CA-2014-118724,Nontoxic Chalk,West,,Corporate,25/07/2016,Second Class,California,Art,1,$2,2,3.52
Office Supplies,United States,Tamara Willingham,0%,21/07/2016,US-2014-127719,Xerox 1993,East,,Home Office,25/07/2016,Standard Class,New Jersey,Paper,1,$3,1,6.48
Technology,United States,Anthony Rawles,20%,21/07/2016,CA-2014-118724,Polycom SoundPoint IP 450 VoIP phone,West,,Corporate,25/07/2016,Second Class,California,Phones,1,$122,9,1626.192
Furniture,United States,Gene McClure,30%,21/07/2016,US-2014-123834,Hon 61000 Series Interactive Training Tables,Central,Yes,Consumer,25/07/2016,Standard Class,Texas,Tables,1,-$21,4,124.404
Office Supplies,United States,Pete Takahito,80%,21/07/2016,CA-2014-145093,"Wilson Jones 1"" Hanging DublLock Ring Binders",Central,,Consumer,26/07/2016,Standard Class,Illinois,Binders,1,-$3,2,2.112
Office Supplies,United States,Sean Wendt,70%,21/07/2016,US-2014-160465,Vinyl Sectional Post Binders,East,,Home Office,26/07/2016,Standard Class,Ohio,Binders,1,-$23,3,33.93
Office Supplies,United States,Sean Wendt,20%,21/07/2016,US-2014-160465,Letter Size File,East,,Home Office,26/07/2016,Standard Class,Ohio,Storage,1,$25,7,222.32
Technology,United States,Sean Wendt,40%,21/07/2016,US-2014-160465,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,East,,Home Office,26/07/2016,Standard Class,Ohio,Phones,1,-$53,6,210.564
Furniture,United States,Anne McFarland,0%,21/07/2016,CA-2014-104731,"Bush Westfield Collection Bookcases, Fully Assembled",South,,Consumer,27/07/2016,Standard Class,Virginia,Bookcases,1,$70,3,302.94
Furniture,United States,Anne McFarland,0%,21/07/2016,CA-2014-104731,Regeneration Desk Collection,South,,Consumer,27/07/2016,Standard Class,Virginia,Furnishings,1,$4,5,8.8
Office Supplies,United States,Cari Schnelling,0%,21/07/2016,US-2014-123204,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",East,,Consumer,27/07/2016,Standard Class,New York,Appliances,1,$5,4,17.48
Office Supplies,United States,Anne McFarland,0%,21/07/2016,CA-2014-104731,Berol Giant Pencil Sharpener,South,,Consumer,27/07/2016,Standard Class,Virginia,Art,1,$30,6,101.94
Office Supplies,United States,Anne McFarland,0%,21/07/2016,CA-2014-104731,Newell 35,South,,Consumer,27/07/2016,Standard Class,Virginia,Art,1,$6,6,19.68
Office Supplies,United States,Anne McFarland,0%,21/07/2016,CA-2014-104731,Cardinal Holdit Business Card Pockets,South,,Consumer,27/07/2016,Standard Class,Virginia,Binders,1,$7,3,14.94
Office Supplies,United States,Anne McFarland,0%,21/07/2016,CA-2014-104731,Premier Electric Letter Opener,South,,Consumer,27/07/2016,Standard Class,Virginia,Supplies,1,$12,2,231.72
Technology,United States,Anne McFarland,0%,21/07/2016,CA-2014-104731,Nortel Networks T7316 E Nt8 B27,South,,Consumer,27/07/2016,Standard Class,Virginia,Phones,1,$68,4,271.96
Furniture,United States,Eric Barreto,30%,22/07/2016,US-2014-106551,Hon Every-Day Series Multi-Task Chairs,Central,,Consumer,27/07/2016,Standard Class,Illinois,Chairs,1,-$75,4,526.344
Technology,United States,Fred Hopkins,0%,22/07/2016,CA-2014-109750,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",East,,Corporate,28/07/2016,Standard Class,New York,Phones,1,$14,3,29.97
Technology,United States,Philisse Overcash,0%,23/07/2016,CA-2014-118346,Logitech G600 MMO Gaming Mouse,Central,,Home Office,24/07/2016,First Class,Wisconsin,Accessories,1,$144,5,399.95
Office Supplies,United States,Lena Hernandez,0%,23/07/2016,US-2014-169320,"Quartet Omega Colored Chalk, 12/Pack",Central,,Consumer,25/07/2016,Second Class,Indiana,Art,1,$5,2,11.68
Technology,United States,Lena Hernandez,0%,23/07/2016,US-2014-169320,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Central,,Consumer,25/07/2016,Second Class,Indiana,Accessories,1,$11,5,159.75
Office Supplies,United States,Tracy Blumstein,20%,23/07/2016,CA-2014-133718,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",West,,Consumer,26/07/2016,First Class,California,Binders,1,$6,3,15.192
Office Supplies,United States,Tracy Blumstein,0%,23/07/2016,CA-2014-133718,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),West,,Consumer,26/07/2016,First Class,California,Paper,1,$28,9,58.32
Office Supplies,United States,Maribeth Yedwab,20%,23/07/2016,US-2014-101721,Xerox 1909,Central,,Corporate,27/07/2016,Standard Class,Illinois,Paper,1,$21,3,63.312
Office Supplies,United States,Lisa Ryan,0%,23/07/2016,CA-2014-103506,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",East,,Corporate,27/07/2016,Standard Class,New York,Labels,1,$20,4,41.4
Office Supplies,United States,Annie Zypern,20%,23/07/2016,CA-2014-110940,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Central,,Consumer,28/07/2016,Standard Class,Illinois,Art,1,$15,4,121.536
Office Supplies,United States,Christine Phan,20%,23/07/2016,CA-2014-117240,Angle-D Ring Binders,East,,Corporate,28/07/2016,Standard Class,New York,Binders,1,$4,3,13.128
Office Supplies,United States,Nathan Mautz,20%,23/07/2016,CA-2014-125367,Wilson Jones ÒSnapÓ Scratch Pad Binder Tool for Ring Binders,East,,Home Office,30/07/2016,Standard Class,New York,Binders,1,$4,3,13.92
Technology,United States,Harold Ryan,20%,24/07/2016,US-2014-135013,Hewlett Packard LaserJet 3310 Copier,West,,Corporate,24/07/2016,Same Day,California,Copiers,1,$840,5,2399.96
Furniture,United States,Evan Minnotte,30%,25/07/2016,CA-2014-167549,Safco Drafting Table,Central,,Home Office,27/07/2016,First Class,Texas,Tables,1,-$4,6,298.116
Furniture,United States,John Castell,20%,25/07/2016,CA-2014-121293,Eldon 200 Class Desk Accessories,East,,Consumer,28/07/2016,Second Class,Pennsylvania,Furnishings,1,$3,4,20.096
Furniture,United States,John Castell,40%,25/07/2016,CA-2014-121293,"Bush Cubix Conference Tables, Fully Assembled",East,,Consumer,28/07/2016,Second Class,Pennsylvania,Tables,1,-$35,1,138.588
Office Supplies,United States,John Castell,20%,25/07/2016,CA-2014-121293,Xerox 216,East,,Consumer,28/07/2016,Second Class,Pennsylvania,Paper,1,$7,4,20.736
Office Supplies,United States,John Castell,20%,25/07/2016,CA-2014-121293,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,East,,Consumer,28/07/2016,Second Class,Pennsylvania,Storage,1,-$26,5,259.92
Office Supplies,United States,John Castell,20%,25/07/2016,CA-2014-121293,Acme Galleria Hot Forged Steel Scissors with Colored Handles,East,,Consumer,28/07/2016,Second Class,Pennsylvania,Supplies,1,$4,3,37.752
Office Supplies,United States,Dorothy Dickinson,20%,25/07/2016,CA-2014-125640,Avery 491,East,,Consumer,29/07/2016,Standard Class,Pennsylvania,Labels,1,$1,1,3.304
Office Supplies,United States,Raymond Buch,0%,25/07/2016,CA-2014-169810,Avery 498,Central,,Consumer,31/07/2016,Standard Class,South Dakota,Labels,1,$10,7,20.23
Furniture,United States,George Zrebassa,20%,26/07/2016,US-2014-167318,"Global Airflow Leather Mesh Back Chair, Black",West,,Corporate,01/08/2016,Standard Class,California,Chairs,1,$45,3,362.352
Technology,United States,George Zrebassa,0%,26/07/2016,US-2014-167318,LogitechÊZ-906 Speaker sys - home theater - 5.1-CH,West,,Corporate,01/08/2016,Standard Class,California,Accessories,1,$660,5,1649.95
Furniture,United States,Tony Molinari,0%,27/07/2016,CA-2014-108791,Tensor Computer Mounted Lamp,East,,Consumer,31/07/2016,Standard Class,New York,Furnishings,1,$4,1,14.89
Furniture,United States,Mike Gockenbach,20%,27/07/2016,CA-2014-123239,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",South,,Consumer,31/07/2016,Second Class,Florida,Furnishings,1,-$2,3,91.032
Technology,United States,Tony Molinari,0%,27/07/2016,CA-2014-108791,Nortel Networks T7316 E Nt8 B27,East,,Consumer,31/07/2016,Standard Class,New York,Phones,1,$136,8,543.92
Furniture,United States,Joni Wasserman,20%,27/07/2016,CA-2014-107209,"Global Value Mid-Back Manager's Chair, Gray",South,,Consumer,01/08/2016,Second Class,North Carolina,Chairs,1,$12,4,194.848
Furniture,United States,Dennis Kane,0%,27/07/2016,CA-2014-133046,Staple-based wall hangings,West,,Consumer,01/08/2016,Second Class,Washington,Furnishings,1,$11,3,23.88
Office Supplies,United States,Dennis Kane,0%,27/07/2016,CA-2014-133046,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",West,,Consumer,01/08/2016,Second Class,Washington,Paper,1,$12,4,26.2
Office Supplies,United States,Dennis Kane,0%,27/07/2016,CA-2014-133046,Xerox 227,West,,Consumer,01/08/2016,Second Class,Washington,Paper,1,$6,2,12.96
Technology,United States,Dennis Kane,0%,27/07/2016,CA-2014-133046,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,West,,Consumer,01/08/2016,Second Class,Washington,Accessories,1,$33,5,234.95
Office Supplies,United States,Matt Hagelstein,20%,28/07/2016,CA-2014-130841,Zipper Ring Binder Pockets,West,,Corporate,01/08/2016,Standard Class,California,Binders,1,$4,4,9.984
Office Supplies,United States,Matt Hagelstein,0%,28/07/2016,CA-2014-130841,Super Decoflex Portable Personal File,West,,Corporate,01/08/2016,Standard Class,California,Storage,1,$4,1,14.98
Technology,United States,Matt Hagelstein,20%,28/07/2016,CA-2014-130841,Wilson Electronics DB Pro Signal Booster,West,,Corporate,01/08/2016,Standard Class,California,Phones,1,$100,4,1145.6
Office Supplies,United States,Gary McGarr,0%,29/07/2016,CA-2014-146031,Sanford Liquid Accent Highlighters,East,,Consumer,01/08/2016,Second Class,New York,Art,1,$22,9,60.12
Office Supplies,United States,Anna Gayman,20%,29/07/2016,CA-2014-101483,Holmes HEPA Air Purifier,South,,Consumer,01/08/2016,Second Class,North Carolina,Appliances,1,$7,2,34.848
Office Supplies,United States,Anna Gayman,20%,29/07/2016,CA-2014-101483,Newell 322,South,,Consumer,01/08/2016,Second Class,North Carolina,Art,1,$0,3,4.368
Technology,United States,Anna Gayman,20%,29/07/2016,CA-2014-101483,Samsung Replacement EH64AVFWE Premium Headset,South,,Consumer,01/08/2016,Second Class,North Carolina,Phones,1,$1,5,22
Furniture,United States,Vivek Gonzalez,0%,29/07/2016,US-2014-115301,"Bush Westfield Collection Bookcases, Medium Cherry Finish",West,,Consumer,02/08/2016,Standard Class,Washington,Bookcases,1,$26,2,115.96
Technology,United States,Giulietta Weimer,0%,29/07/2016,US-2014-113852,ImationÊ8GB Mini TravelDrive USB 2.0ÊFlash Drive,West,,Consumer,02/08/2016,Standard Class,Washington,Accessories,1,$12,3,90.57
Furniture,United States,Roland Fjeld,0%,29/07/2016,US-2014-130953,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Central,,Consumer,03/08/2016,Standard Class,Oklahoma,Chairs,1,$73,3,302.67
Office Supplies,United States,Roland Fjeld,0%,29/07/2016,US-2014-130953,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Central,,Consumer,03/08/2016,Standard Class,Oklahoma,Appliances,1,$61,2,137.62
Office Supplies,United States,Roland Fjeld,0%,29/07/2016,US-2014-130953,GBC Poly Designer Binding Covers,Central,,Consumer,03/08/2016,Standard Class,Oklahoma,Binders,1,$16,2,33.48
Office Supplies,United States,Laura Armstrong,20%,29/07/2016,CA-2014-130771,Assorted Color Push Pins,Central,,Corporate,03/08/2016,Standard Class,Texas,Fasteners,1,$0,2,2.896
Technology,United States,Roland Fjeld,0%,29/07/2016,US-2014-130953,Nortel Meridian M3904 Professional Digital phone,Central,,Consumer,03/08/2016,Standard Class,Oklahoma,Phones,1,$134,3,461.97
Technology,United States,Laura Armstrong,20%,29/07/2016,CA-2014-130771,Cisco SPA301,Central,,Corporate,03/08/2016,Standard Class,Texas,Phones,1,$16,1,124.792
Office Supplies,United States,Tony Chapman,70%,30/07/2016,CA-2014-155740,GBC ProClick Punch Binding System,East,,Home Office,02/08/2016,First Class,Ohio,Binders,1,-$54,4,76.776
Office Supplies,United States,John Lee,0%,30/07/2016,CA-2014-167913,Avery 480,West,,Consumer,03/08/2016,Second Class,California,Labels,1,$13,7,26.25
Office Supplies,United States,John Lee,0%,30/07/2016,CA-2014-167913,Economy Rollaway Files,West,,Consumer,03/08/2016,Second Class,California,Storage,1,$86,2,330.4
Technology,United States,Jay Fein,0%,30/07/2016,CA-2014-141103,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,East,,Consumer,06/08/2016,Standard Class,Maryland,Phones,1,$43,5,89.95
Technology,United States,Katrina Willman,20%,31/07/2016,CA-2014-115805,Motorola L804,Central,,Consumer,31/07/2016,Same Day,Illinois,Phones,1,$4,1,36.792
Furniture,United States,Erin Creighton,0%,31/07/2016,CA-2014-161102,"Master Big Foot Doorstop, Beige",West,,Consumer,03/08/2016,First Class,California,Furnishings,1,$11,7,36.96
Office Supplies,United States,Erin Creighton,0%,31/07/2016,CA-2014-161102,Eldon Portable Mobile Manager,West,,Consumer,03/08/2016,First Class,California,Storage,1,$15,2,56.56
Office Supplies,United States,Laurel Beltran,0%,31/07/2016,CA-2014-147032,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",East,,Home Office,04/08/2016,Standard Class,Delaware,Binders,1,$5,3,11.01
Office Supplies,United States,Laurel Beltran,0%,31/07/2016,CA-2014-147032,Fellowes PB200 Plastic Comb Binding Machine,East,,Home Office,04/08/2016,Standard Class,Delaware,Binders,1,$391,5,849.95
Office Supplies,United States,Laurel Beltran,0%,31/07/2016,CA-2014-147032,Avery Personal Creations Heavyweight Cards,East,,Home Office,04/08/2016,Standard Class,Delaware,Paper,1,$6,1,11.54
Technology,United States,Eugene Hildebrand,20%,31/07/2016,CA-2014-125752,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",South,,Home Office,04/08/2016,Standard Class,Florida,Accessories,1,$8,2,41.424
Office Supplies,United States,Luke Schmidt,0%,31/07/2016,US-2014-165869,3M Office Air Cleaner,Central,,Corporate,05/08/2016,Standard Class,Wisconsin,Appliances,1,$55,6,155.88
Office Supplies,United States,Luke Schmidt,0%,31/07/2016,US-2014-165869,Acco 3-Hole Punch,Central,,Corporate,05/08/2016,Standard Class,Wisconsin,Binders,1,$8,4,17.52
Office Supplies,United States,Erin Ashbrook,20%,31/07/2016,CA-2014-121909,Xerox 1991,East,,Corporate,05/08/2016,Standard Class,Pennsylvania,Paper,1,$18,3,54.816
Technology,United States,Greg Matthias,40%,31/07/2016,CA-2014-126144,Polycom SoundPoint Pro SE-225 Corded phone,East,,Consumer,05/08/2016,Standard Class,Pennsylvania,Phones,1,-$57,4,285.576
Technology,United States,Annie Thurman,20%,01/08/2016,CA-2014-135034,JBL Micro Wireless Portable Bluetooth Speaker,Central,,Consumer,03/08/2016,First Class,Illinois,Phones,1,$6,2,95.984
Office Supplies,United States,Heather Kirkland,20%,01/08/2016,CA-2014-124576,GBC Prestige Therm-A-Bind Covers,West,,Corporate,04/08/2016,Second Class,California,Binders,1,$19,2,54.896
Technology,United States,Larry Hughes,20%,01/08/2016,CA-2014-133235,Nortel Networks T7316 E Nt8 B27,South,,Consumer,04/08/2016,First Class,North Carolina,Phones,1,$17,5,271.96
Office Supplies,United States,Eric Murdock,0%,01/08/2016,CA-2014-168942,"Fellowes Mobile File Cart, Black",West,,Consumer,05/08/2016,Second Class,California,Storage,1,$50,3,186.54
Office Supplies,United States,Aaron Smayling,20%,01/08/2016,CA-2014-162691,Xerox 1998,Central,,Corporate,07/08/2016,Standard Class,Texas,Paper,1,$13,7,36.288
Technology,United States,Aaron Smayling,40%,01/08/2016,CA-2014-162691,Bady BDG101FRU Card Printer,Central,,Corporate,07/08/2016,Standard Class,Texas,Machines,1,-$264,3,1439.982
Furniture,United States,Charlotte Melton,30%,03/08/2016,CA-2014-165386,"O'Sullivan Elevations Bookcase, Cherry Finish",Central,,Consumer,04/08/2016,First Class,Illinois,Bookcases,1,-$37,2,183.372
Office Supplies,United States,Ted Butterfield,20%,03/08/2016,CA-2014-163566,Avery 476,East,,Consumer,06/08/2016,First Class,Ohio,Labels,1,$5,5,16.52
Office Supplies,United States,George Ashbrook,0%,03/08/2016,US-2014-143175,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,West,,Consumer,06/08/2016,Second Class,California,Storage,1,$24,3,99.87
Technology,United States,Adrian Barton,20%,03/08/2016,CA-2014-140781,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Central,,Consumer,07/08/2016,Standard Class,Illinois,Accessories,1,$7,3,39.816
Furniture,United States,Bruce Degenhardt,0%,03/08/2016,CA-2014-168396,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",West,,Consumer,08/08/2016,Second Class,California,Furnishings,1,$11,3,123.96
Office Supplies,United States,Bruce Degenhardt,0%,03/08/2016,CA-2014-168396,Avery 473,West,,Consumer,08/08/2016,Second Class,California,Labels,1,$25,5,51.75
Office Supplies,United States,Scot Coram,0%,03/08/2016,CA-2014-141747,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",West,,Corporate,08/08/2016,Second Class,Washington,Storage,1,$4,1,16.06
Office Supplies,United States,Harry Marie,20%,04/08/2016,CA-2014-132738,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",West,,Corporate,07/08/2016,First Class,Colorado,Envelopes,1,$3,1,8.784
